Nuts,Lat,Long,Level
CZ08,49.79855978,18.01586542,2
DE11,49.16028533,9.61634375,2
DE12,48.46905827,8.79067868,2
DE13,47.95459076,8.37546594,2
DE14,48.06694451,9.44655993,2
DE21,48.09160878,11.92365978,2
DE22,48.7308354,12.71340525,2
DE23,49.41118502,12.18711416,2
DE24,50.09202358,11.35901736,2
DE25,48.90547456,10.82340991,2
DE26,49.95034865,9.92677354,2
DE27,48.02261812,10.42297601,2
DE30,52.38772811,13.42109313,2
DE40,52.55831723,13.05756467,2
DE50,53.10636462,8.73825983,2
DE60,53.43519165,10.02814519,2
DE71,49.99618504,8.76277394,2
DE72,50.69798982,8.80112995,2
DE73,51.18514675,9.35126513,2
DE80,53.81379684,12.53023157,2
DE91,51.82741626,10.24539722,2
DE92,52.36816844,9.3013756,2
DE93,52.53198309,10.04270252,2
DE94,53.0492295,7.67757345,2
DEA1,51.40594798,6.64291095,2
DEA2,50.75663495,6.84713375,2
DEA3,51.9311048,7.34731437,2
DEA4,51.92276556,8.7698541,2
DEA5,51.20777137,8.04944857,2
DEB1,50.19370168,7.46431893,2
DEB2,49.96266526,6.68909635,2
DEB3,49.40518535,7.87904755,2
DEC0,49.40998991,6.88309035,2
DED2,51.16633976,14.09851857,2
DED4,50.7687766,12.76770252,2
DED5,51.32193969,12.68119678,2
DEE0,51.9722968,11.88268652,2
DEF0,54.0259125,9.71436417,2
DEG0,50.35728834,11.25040749,2
DK01,55.65684919,12.22364404,2
DK02,55.07877811,11.64795818,2
DK03,55.36699112,8.97245112,2
DK04,56.23420863,9.52118571,2
DK05,57.10343757,9.42001527,2
EE00,58.80138546,25.79753823,2
ES11,42.65922622,-7.94288476,2
ES12,43.32214133,-5.82495137,2
ES13,42.82991684,-3.90405959,2
ES21,42.53302669,-2.43246193,2
ES22,42.60855942,-1.5820777,2
ES23,42.31722044,-2.42895688,2
ES24,41.50687881,-0.63853884,2
ES30,39.93312957,-3.76496887,2
ES41,40.62721406,-4.25452057,2
ES42,39.25928377,-3.11608533,2
ES43,39.28706846,-6.09814031,2
ES51,41.84289067,1.68144128,2
ES52,39.35941416,-0.41174858,2
ES53,39.62441965,2.91359569,2
ES61,37.65825039,-4.60190109,2
ES62,37.90075088,-1.52469406,2
ES63,35.88995778,-5.32676372,2
ES64,35.29315675,-2.94728016,2
FI19,62.07540296,23.79483983,2
FI1B,60.02883414,24.54179787,2
FI1C,61.24384843,25.50277129,2
FI1D,66.05671222,26.67931629,2
FR10,48.63445368,2.53791046,2
FR21,48.97970548,4.56015561,2
FR22,49.57269928,2.8830234,2
FR23,48.75368477,1.08751698,2
FR24,47.62047478,1.57424496,2
FR25,48.92322525,-0.43220982,2
FR26,47.05516276,4.22534108,2
FR30,50.38235791,2.88379035,2
FR41,48.73264625,6.27603098,2
FR42,47.60513475,7.56712471,2
FR43,47.33777529,6.18478845,2
FR51,46.38245476,-0.55176168,2
FR52,47.52948599,-2.71901235,2
FR53,46.1575515,-0.03577013,2
FR61,43.267001,-0.02766844,2
FR62,43.71520807,1.51137302,2
FR63,44.93988291,1.75586368,2
FR71,44.23947586,5.55418586,2
FR72,45.83992014,3.18368404,2
FR81,43.52319065,3.23481261,2
FR82,43.92869884,5.95543357,2
FR83,42.06081375,9.05269353,2
FR92,14.65882194,-61.01220058,2
FR93,3.88342278,-53.38437131,2
FR94,-21.1258145,55.52629306,2
HR03,44.38494438,15.65943542,2
HU10,47.36228043,19.4132726,2
HU21,47.34743016,18.07428858,2
HU22,47.01063998,16.99195566,2
HU23,46.37222098,17.91513908,2
HU31,47.99012556,20.47512109,2
HU32,47.60041263,21.22969523,2
HU33,46.47492099,20.18604343,2
IE01,53.69997778,-8.14693709,2
IE02,52.42865713,-8.15535658,2
IS00,64.76122983,-18.33940307,2
ITC1,44.84732174,7.92795871,2
ITC2,45.71083309,7.37115544,2
ITC3,44.45834728,8.7701716,2
ITC4,45.74571736,9.96683123,2
ITF1,42.26077181,13.91402756,2
ITF2,41.60176547,14.54382707,2
ITF3,41.04682644,14.81466695,2
ITF4,40.56415004,16.71450908,2
ITF5,40.41093788,16.08345881,2
ITF6,39.02223416,16.43886117,2
ITG1,37.57296931,14.00509215,2
ITG2,40.03394066,8.99003806,2
ITH1,46.65033545,11.4291917,2
ITH2,45.78383723,11.19925124,2
ITH3,45.54559115,11.86023255,2
ITH4,45.67300418,13.10830975,2
ITH5,44.53974399,10.99130489,2
ITI1,42.65646865,11.0123555,2
ITI2,42.90908166,12.58171627,2
ITI3,43.35839013,13.06104683,2
ITI4,41.97392872,12.74783055,2
LI00,47.13738563,9.55361629,2
LT00,55.2141582,23.80142943,2
LU00,49.49362831,6.16156622,2
LV00,57.1460437,24.88654984,2
MK00,41.59625289,21.73876499,2
MT00,35.883673,14.44570752,2
NL11,53.29033439,6.6910504,2
NL12,53.08247382,5.78776882,2
NL13,52.91800576,6.59639632,2
NL21,52.41506123,6.43192168,2
NL22,52.12634095,5.89323663,2
NL23,52.475389,5.57193929,2
NL31,52.07038202,5.20504383,2
NL32,52.27001244,4.92776299,2
NL33,51.97667249,4.47722159,2
NL34,51.50023578,3.85234909,2
NL41,51.55028162,5.12301597,2
NL42,50.87035818,5.93614032,2
NO01,60.15212101,11.13933028,2
NO02,61.6038469,10.13584107,2
NO03,59.94294945,8.85446229,2
NO04,58.01202924,7.40000876,2
NO05,60.57008613,7.30046376,2
NO06,63.13379345,11.39947766,2
NO07,69.58904297,21.57311561,2
PL11,51.03302514,19.25991339,2
PL12,52.32288612,21.18177835,2
PL21,49.31440427,20.17016894,2
PL22,50.2642863,18.99800317,2
PL31,50.32071105,22.65257341,2
PL32,49.89746494,22.25188518,2
PL33,50.68163349,20.76093332,2
PL34,53.3583899,22.85557596,2
PL41,52.16694308,17.40003398,2
PL42,53.59678189,15.56237082,2
PL43,52.25239201,15.50143607,2
PL51,50.42843,16.21836518,2
PL52,50.1537738,17.70206158,2
PL61,53.1066915,18.47490762,2
PL62,53.82575665,20.95660771,2
PL63,54.2907138,18.15786743,2
PT11,40.96483454,-7.3374981,2
PT15,37.23681206,-8.22671828,2
PT16,39.413019,-7.96801107,2
PT17,38.61241978,-8.86478127,2
PT18,38.37109331,-7.92196309,2
PT30,32.73530229,-16.956804,2
RO11,47.24135559,23.31807451,2
RO12,46.31802244,24.59062878,2
RO21,46.18922922,26.33586959,2
RO22,44.09447443,27.49823027,2
RO31,44.06686942,26.04727119,2
RO32,44.49906449,26.16452901,2
RO41,44.6755317,23.52081434,2
RO42,45.63389287,21.91373856,2
SE11,59.18288956,18.08735327,2
SE12,57.97761998,16.08350211,2
SE21,57.24726054,14.88797251,2
SE22,55.94120084,14.21190536,2
SE23,57.72139085,12.86548258,2
SE31,59.44408438,14.39530035,2
SE32,62.1487597,15.39231866,2
SE33,66.43889446,19.49581724,2
SI01,45.58068449,15.25786118,2
SI02,46.15396508,14.23902422,2
SK01,48.29422976,17.18254735,2
SK02,48.45035944,18.01729966,2
SK03,48.80097737,19.38863705,2
SK04,48.98572091,21.18793537,2
UKC1,54.47244221,-1.52621379,2
UKC2,55.26829234,-2.08384141,2
UKD1,54.20718658,-2.8053251,2
UKD3,53.50777018,-2.31329561,2
UKD4,53.89187412,-2.60667929,2
UKD6,53.20701791,-2.52371003,2
UKD7,53.40321276,-2.8119161,2
UKE1,53.90450412,-0.46747914,2
UKE2,53.64400111,-1.25196301,2
UKE3,53.44688651,-1.30888261,2
UKE4,53.73885639,-1.6932882,2
UKF1,53.05625802,-1.28593576,2
UKF2,52.0746205,-0.8411199,2
UKF3,53.11055233,-0.22770152,2
UKG1,52.22072082,-2.15167884,2
UKG2,52.38905506,-2.34271303,2
UKG3,52.3527066,-1.77618835,2
UKH1,52.03831148,0.71693112,2
UKH2,51.94683841,-0.29612674,2
UKH3,51.58438288,0.68341821,2
UKI1,51.55798295,-0.08949202,2
UKI2,51.32733493,-0.04885628,2
UKJ1,51.67055131,-1.10035017,2
UKJ2,51.04299868,-0.07437912,2
UKJ3,51.10039123,-1.33777847,2
UKJ4,51.18630521,0.7627306,2
UKK1,50.96297746,-2.12071404,2
UKK2,50.9899272,-2.76444675,2
UKK3,50.35559727,-4.9736608,2
UKK4,50.367059,-3.56885154,2
UKL1,51.95256086,-4.06726111,2
UKL2,51.57382327,-3.0322483,2
UKN0,54.06839291,-6.63409127,2
UKM2,55.35578312,-3.18015727,2
UKM3,55.32739991,-4.1161239,2
UKM5,56.81206813,-2.65073222,2
UKM6,57.51828145,-4.68287891,2
TR10,41.18962637,28.54119414,2
TR21,40.62161229,26.95506584,2
TR22,39.85521352,27.58907475,2
TR31,37.91357866,27.26321867,2
TR32,36.68984095,28.2242632,2
TR33,39.0547936,29.46096003,2
TR41,40.01349286,30.15400217,2
TR42,40.68184867,30.68012584,2
TR51,39.83768823,32.45365645,2
TR52,37.69513371,32.7950414,2
TR61,37.3482078,31.21272035,2
TR62,36.96067341,34.39574456,2
TR63,36.36460168,36.32525442,2
TR71,38.73440867,34.26304835,2
TR72,38.85912095,35.92108147,2
TR81,41.38572879,32.27578274,2
TR82,41.15422459,33.90515711,2
TR83,40.78218493,35.8517379,2
TR90,40.52616583,39.31056563,2
TRA1,40.15854625,40.64181852,2
TRA2,39.68330319,43.17277711,2
TRB1,38.43208412,39.11904546,2
TRB2,38.11567702,42.9048001,2
TRC1,37.28049114,37.72430515,2
TRC2,37.53920174,39.46942737,2
TRC3,37.60715547,41.72123929,2
EL22,38.61451291,20.43882742,2
EL41,38.78674977,26.11532654,2
EL42,36.74651908,26.3313655,2
ES70,28.35269636,-15.67186442,2
FI20,60.21885939,20.15373497,2
FR91,16.27372552,-61.59605707,2
PT20,38.36084629,-27.25618337,2
EL2,38.36177481,22.01425118,1
EL4,36.47717254,25.56256008,1
ES7,28.35269636,-15.67186442,1
FI2,60.21885939,20.15373497,1
PT2,38.36084629,-27.25618337,1
EL1,39.18634725,23.31227732,1
EL3,37.94914118,23.6050622,1
AT1,48.2351241,15.82931851,1
AT2,47.05309822,14.40709559,1
AT3,46.96323795,12.19887999,1
BE1,50.83682418,4.35980543,1
BE2,50.99849284,4.2164264,1
BE3,49.83951915,4.87786903,1
BG3,42.22246768,25.09250174,1
BG4,42.1485639,24.47131918,1
CH0,46.96064178,8.1949365,1
CY0,35.02035339,33.29960609,1
CZ0,49.87446241,15.49012163,1
DE1,48.5918077,8.98134363,1
DE2,47.45944478,11.38556638,1
DE3,52.38772811,13.42109313,1
DE4,52.55831723,13.05756467,1
DE5,53.10636462,8.73825983,1
DE6,53.43519165,10.02814519,1
DE7,49.49919979,9.01318286,1
DE8,53.81379684,12.53023157,1
DE9,52.10260838,9.14022706,1
DEA,51.61739231,7.64047362,1
DEB,49.2226032,7.34730207,1
DEC,49.40998991,6.88309035,1
DED,51.01278126,13.45114569,1
DEE,51.9722968,11.88268652,1
DEF,54.0259125,9.71436417,1
DEG,50.35728834,11.2504075,1
DK0,54.94582318,9.51375039,1
EE0,58.80138546,25.79753823,1
ES1,43.30028284,-6.26622147,1
ES2,41.51901818,-1.06241895,1
ES3,39.93312957,-3.76496887,1
ES4,39.30603037,-4.26654949,1
ES5,40.71559146,0.87357607,1
ES6,37.57116407,-4.08678253,1
FI1,59.95984819,23.53809093,1
FR1,48.63445368,2.53791047,1
FR2,47.40941973,2.26953326,1
FR3,50.38235791,2.88379035,1
FR4,48.2375598,6.60300322,1
FR5,47.44920156,-1.7545558,1
FR6,44.19361569,0.74212939,1
FR7,45.29452677,4.60790862,1
FR8,43.81997373,4.63739567,1
FR9,3.88342279,-53.38437131,1
HR0,43.81810257,16.29792287,1
HU1,47.36228043,19.4132726,1
HU2,46.85551386,17.57088419,1
HU3,47.35634782,20.77198238,1
IE0,53.10482108,-8.37180719,1
IS0,64.76122984,-18.33940307,1
ITC,45.09949365,9.02986992,1
ITF,40.96045454,15.79586444,1
ITG,37.57296931,14.00509216,1
ITH,45.58541521,11.5488745,1
ITI,42.91498625,11.90688706,1
LI0,47.13738563,9.5536163,1
LT0,55.2141582,23.80142943,1
LU0,49.49362832,6.16156622,1
LV0,57.1460437,24.88654984,1
MK0,41.59625289,21.73876499,1
MT0,35.883673,14.44570752,1
NL1,53.0464106,6.19882641,1
NL2,52.34585463,6.00723641,1
NL3,51.98811957,4.49603913,1
NL4,51.27500579,5.23611585,1
NO0,67.14882995,16.12821482,1
PL1,52.34792369,20.69419977,1
PL2,49.97418282,19.77528329,1
PL3,50.7204329,21.91214743,1
PL4,52.88290368,16.67819831,1
PL5,50.84496788,16.7378834,1
PL6,52.51410687,19.37254283,1
PT1,40.00548231,-7.82782785,1
PT3,32.73530229,-16.956804,1
RO1,46.73001718,24.05650054,1
RO2,46.05606046,27.25249801,1
RO3,44.52237264,26.17891973,1
RO4,45.51549078,22.689172,1
SE1,58.30097546,16.42089256,1
SE2,57.23517894,13.87193397,1
SE3,64.3509236,17.65680176,1
SI0,46.05280588,14.95127264,1
SK0,48.71150055,19.66644548,1
UKC,54.51613597,-1.63350039,1
UKD,52.97657155,-2.43563841,1
UKE,53.94565706,-1.2184108,1
UKF,52.868306,-0.73437072,1
UKG,52.51126139,-2.23254481,1
UKH,51.53503744,0.63761752,1
UKI,51.32733493,-0.04885627,1
UKJ,51.08722935,-0.23693569,1
UKK,50.3885638,-3.50758311,1
UKL,51.50431444,-3.74844014,1
UKM,55.50229912,-3.51489395,1
UKN,54.06839291,-6.63409127,1
TR1,41.18962637,28.54119414,1
TR2,39.85521352,27.58907475,1
TR3,36.82379216,28.45179174,1
TR4,40.39977118,30.28001759,1
TR5,38.67192486,32.65258586,1
TR6,36.31152505,33.09026891,1
TR7,38.83435815,35.56353868,1
TR8,41.03693652,34.57108551,1
TR9,40.52616583,39.31056563,1
TRA,40.13877738,41.75014726,1
TRB,38.83757047,41.52316674,1
TRC,37.66588501,40.13876185,1
BG,42.46454462,25.48232175,0
CH,46.32596886,8.22405125,0
CY,35.04825772,33.42868225,0
CZ,49.87109509,15.474998,0
HU,46.12493226,19.5051895,0
LI,47.13773137,9.554136,0
LU,49.75286485,6.13335075,0
LV,57.14453714,24.60612575,0
MK,41.59550095,21.74324285,0
SK,48.80153205,19.700049,0
EL,38.2645263,23.321999,0
TR,39.12866379,35.43979471,0
AT,47.45185582,13.34538825,0
BE,50.71240775,4.4769405,0
DE,47.45157194,10.45407375,0
DK,54.94738782,9.51682775,0
EE,58.72372488,25.80699675,0
ES,40.06895221,-2.98829575,0
FI,60.33619645,26.067564,0
FR,46.77364085,1.71856675,0
HR,43.51479445,16.468608,0
IE,51.80862748,-8.23912225,0
IS,64.79077691,-19.01352975,0
IT,42.79350857,12.573787,0
LT,55.14391098,23.942214,0
MT,35.88381619,14.44762425,0
NL,51.86481775,5.33029275,0
NO,68.60748723,18.004793,0
PL,51.87840787,19.13433375,0
PT,39.42396643,-7.844941,0
RO,45.72811721,24.98862725,0
SE,59.06269683,17.634344,0
SI,46.05095387,14.986138,0
UK,53.27380755,-2.232612,0
ME000,42.688,19.113,3
ME00,42.688,19.113,2
ME0,42.688,19.113,1
ME,42.688,19.113,0
HR04,45.691,16.638,2
